Page,date,views,index
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-01,13658940,276
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-02,15130113,277
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-03,16171487,278
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-04,18152644,279
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-05,17002940,280
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-06,17028051,281
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-07,16822207,282
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-08,16176598,283
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-09,17166429,284
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-10,17373626,285
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-11,19206658,286
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-12,18442388,287
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-13,17128951,288
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-14,17172743,289
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-15,16607812,290
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-16,17183260,291
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-17,17533692,292
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-18,20146900,293
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-19,18546540,294
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-20,17679779,295
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-21,15695601,296
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-22,15575135,297
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-23,16668345,298
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-24,17780974,299
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-25,20181132,300
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-26,17808242,301
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-27,17623987,302
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-28,17918962,303
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-29,16022991,304
Main_Page_en.wikipedia.org_all-access_all-agents,2016-04-30,17187067,305
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-01,18196421,306
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-02,19709578,307
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-03,19145762,308
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-04,18694402,309
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-05,16769543,310
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-06,16408249,311
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-07,17230836,312
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-08,17879665,313
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-09,19255988,314
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-10,18923790,315
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-11,18153008,316
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-12,18433840,317
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-13,16814146,318
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-14,18159419,319
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-15,19180693,320
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-16,21098266,321
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-17,18961184,322
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-18,17964589,323
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-19,17644337,324
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-20,16155338,325
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-21,17892895,326
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-22,15627834,327
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-23,19552324,328
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-24,18482388,329
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-25,18780655,330
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-26,17895277,331
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-27,16353584,332
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-28,18103229,333
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-29,18999905,334
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-30,19554349,335
Main_Page_en.wikipedia.org_all-access_all-agents,2016-05-31,19027321,336
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-01,18728546,337
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-02,17306983,338
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-03,15919989,339
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-04,15622374,340
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-05,18882726,341
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-06,21889972,342
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-07,19095397,343
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-08,20112445,344
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-09,18967637,345
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-10,17794192,346
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-11,20298089,347
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-12,21558267,348
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-13,22985454,349
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-14,21595791,350
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-15,19535468,351
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-16,18199529,352
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-17,16321831,353
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-18,18408932,354
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-19,19029793,355
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-20,20929191,356
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-21,19773621,357
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-22,19879846,358
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-23,19587009,359
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-24,17865705,360
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-25,19308710,361
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-26,20247955,362
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-27,18666240,363
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-28,20016297,364
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-29,19576627,365
Main_Page_en.wikipedia.org_all-access_all-agents,2016-06-30,23209383,366
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-01,17242886,367
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-02,20218116,368
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-03,20830774,369
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-04,21616663,370
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-05,18720588,371
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-06,14506067,372
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-07,14876774,373
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-08,16096936,374
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-09,18411008,375
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-10,20355378,376
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-11,21422204,377
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-12,20018252,378
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-13,19217592,379
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-14,19210468,380
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-15,17863040,381
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-16,20206353,382
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-17,20715838,383
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-18,22105018,384
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-19,20950175,385
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-20,34139539,386
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-21,51192572,387
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-22,58450678,388
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-23,59338673,389
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-24,62089436,390
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-25,67122896,391
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-26,67264258,392
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-27,65155635,393
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-28,64355899,394
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-29,60733892,395
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-30,59061776,396
Main_Page_en.wikipedia.org_all-access_all-agents,2016-07-31,62260676,397
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-01,66131225,398
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-02,63079604,399
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-03,52793258,400
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-04,45585806,401
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-05,47458565,402
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-06,51192162,403
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-07,53413868,404
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-08,59079240,405
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-09,58810005,406
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-10,60968723,407
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-11,60391421,408
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-12,59046677,409
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-13,59629636,410
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-14,59620572,411
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-15,63052818,412
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-16,56513868,413
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-17,24932384,414
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-18,22303320,415
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-19,20308033,416
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-20,23250487,417
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-21,23952557,418
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-22,25941328,419
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-23,25349272,420
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-24,24113373,421
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-25,22247584,422
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-26,20790822,423
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-27,25423849,424
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-28,26540023,425
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-29,29344275,426
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-30,31103317,427
Main_Page_en.wikipedia.org_all-access_all-agents,2016-08-31,31204891,428
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-01,31715068,429
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-02,29376870,430
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-03,32371673,431
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-04,31659790,432
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-05,28860529,433
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-06,27950040,434
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-07,24715632,435
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-08,22949889,436
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-09,20747572,437
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-10,23225672,438
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-11,23606134,439
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-12,21112560,440
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-13,24110201,441
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-14,27325638,442
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-15,27961548,443
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-16,21484410,444
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-17,24608553,445
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-18,24435184,446
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-19,25876370,447
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-20,21122308,448
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-21,23382976,449
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-22,22831827,450
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-23,20510385,451
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-24,23020464,452
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-25,23806156,453
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-26,24712373,454
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-27,25200807,455
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-28,24108358,456
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-29,22857501,457
Main_Page_en.wikipedia.org_all-access_all-agents,2016-09-30,20989605,458
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-01,24142502,459
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-02,23884450,460
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-03,26068490,461
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-04,26381746,462
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-05,32100228,463
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-06,33446984,464
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-07,20846487,465
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-08,23045860,466
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-09,23950609,467
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-10,24911167,468
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-11,19697279,469
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-12,17717891,470
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-13,21412287,471
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-14,21272905,472
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-15,24250217,473
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-16,24592486,474
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-17,26989955,475
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-18,25225794,476
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-19,23660638,477
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-20,22116420,478
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-21,20252516,479
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-22,23402387,480
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-23,23619375,481
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-24,25393681,482
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-25,24275860,483
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-26,23480659,484
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-27,22307289,485
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-28,19895676,486
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-29,22612237,487
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-30,22989275,488
Main_Page_en.wikipedia.org_all-access_all-agents,2016-10-31,25227037,489
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-01,24032882,490
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-02,23741705,491
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-03,22673494,492
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-04,20863840,493
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-05,22975452,494
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-06,23323521,495
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-07,25021478,496
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-08,24600978,497
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-09,25299803,498
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-10,24222062,499
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-11,20815452,500
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-12,23478692,501
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-13,24367857,502
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-14,25562156,503
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-15,24232961,504
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-16,24032891,505
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-17,22337989,506
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-18,20330717,507
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-19,22768824,508
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-20,20381243,509
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-21,24418217,510
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-22,23945550,511
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-23,22702624,512
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-24,21129614,513
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-25,20059135,514
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-26,22898094,515
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-27,22245105,516
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-28,21392793,517
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-29,22782984,518
Main_Page_en.wikipedia.org_all-access_all-agents,2016-11-30,20294284,519
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-01,21174392,520
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-02,19551058,521
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-03,22703751,522
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-04,22657555,523
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-05,25201283,524
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-06,23745159,525
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-07,22923017,526
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-08,21902049,527
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-09,19534309,528
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-10,22855008,529
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-11,22928843,530
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-12,24765200,531
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-13,23661288,532
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-14,22659908,533
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-15,20834185,534
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-16,19653625,535
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-17,18573504,536
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-18,22423821,537
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-19,25067237,538
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-20,25044262,539
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-21,26283835,540
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-22,24201081,541
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-23,22539246,542
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-24,25056620,543
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-25,25865746,544
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-26,28342885,545
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-27,26916991,546
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-28,27025053,547
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-29,26073819,548
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-30,24363967,549
Main_Page_en.wikipedia.org_all-access_all-agents,2016-12-31,26149541,550
